Age,AnnualIncome,CreditScore,EmploymentStatus,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,BankruptcyHistory,PaymentHistory,TotalAssets,TotalLiabilities,MonthlyIncome,NetWorth,MonthlyLoanPayment,RiskScorePercentage
42,39637,599,Employed,28863,24,Single,4,Mortgage,0,25,197025,22402,3303.083333,174623,1533.358804,53.333333333333336
32,48777,549,Employed,32798,72,Divorced,3,Own,0,30,100090,30965,4064.75,69125,979.5255675,53.333333333333336
50,43208,564,Employed,13574,84,Married,3,Other,0,33,23314,73184,3600.666667,2671,305.740133,70.0
30,18662,544,Employed,28715,60,Single,1,Rent,0,25,94880,7676,1555.166667,87204,866.3323773,66.66666666666666
38,42209,582,Self-Employed,29658,48,Divorced,0,Rent,0,36,116610,14222,3517.416667,102388,973.3988691,66.66666666666666
46,99222,450,Employed,44563,120,Married,1,Own,0,32,20670,6849,8268.5,13821,1585.568565,46.666666666666664
50,27279,634,Employed,14474,72,Single,0,Mortgage,0,21,117515,46510,2273.25,71005,348.8810901,56.666666666666664
25,15000,603,Employed,33259,48,Single,2,Other,0,19,125998,47479,1250.0,78519,1022.543468,66.66666666666666
35,75376,610,Employed,20920,36,Single,3,Mortgage,1,22,5522,12731,6281.333333,4964,746.1057714,60.0
34,25096,602,Employed,9999,96,Single,3,Mortgage,0,28,146709,21671,2091.333333,125038,215.2315764,53.333333333333336
32,34817,606,Employed,36726,48,Married,0,Rent,0,26,46874,110774,2901.416667,2880,1235.786942,66.66666666666666
61,68306,583,Employed,25261,24,Married,2,Mortgage,0,25,24326,20178,5692.166667,4148,1304.965384,50.0
44,58991,587,Employed,14635,48,Divorced,0,Mortgage,0,29,45657,53110,4915.916667,2967,461.2408898,46.666666666666664
24,92237,622,Employed,29532,96,Divorced,0,Mortgage,0,23,143116,99055,7686.416667,44061,766.6109642,46.666666666666664
51,52241,628,Employed,25118,12,Widowed,0,Rent,0,24,18952,37802,4353.416667,4632,2292.888651,63.33333333333333
65,66407,579,Employed,44037,48,Married,1,Rent,0,24,43020,11353,5533.916667,31667,1525.028517,63.33333333333333
52,20071,565,Employed,12684,36,Married,0,Rent,0,33,93068,38320,1672.583333,54748,502.8612117,70.0
21,69356,589,Self-Employed,18957,72,Widowed,1,Mortgage,0,11,9667,61996,5779.666667,2166,473.5307313,46.666666666666664
34,31043,536,Employed,13424,96,Single,2,Mortgage,0,25,52754,10360,2586.916667,42394,330.9964318,53.333333333333336
55,300000,509,Employed,18698,36,Married,3,Mortgage,0,26,239980,27790,25000.0,212190,701.045102,43.333333333333336
31,34233,599,Employed,26572,60,Widowed,0,Other,0,25,19661,15644,2852.75,4017,747.9903768,66.66666666666666
45,81867,632,Employed,35991,36,Married,0,Other,0,31,24707,4629,6822.25,20078,1380.30779,60.0
49,79592,583,Self-Employed,17337,60,Married,3,Mortgage,1,27,390370,36001,6632.666667,354369,491.1223136,40.0
28,45466,589,Unemployed,31671,84,Single,0,Mortgage,1,19,295715,36072,3788.833333,259643,812.5654158,60.0
39,75932,530,Employed,29901,12,Single,2,Mortgage,0,17,228464,157337,6327.666667,71127,2818.085851,46.666666666666664
18,160729,555,Employed,22942,48,Widowed,2,Other,0,18,58602,10820,13394.08333,47782,778.7893624,53.333333333333336
27,29349,570,Employed,31897,96,Married,2,Mortgage,0,29,56865,54858,2445.75,2007,966.1578163,53.333333333333336
36,15000,575,Employed,16449,12,Married,1,Mortgage,0,26,69490,143736,1250.0,7278,1536.07551,53.333333333333336
25,22698,630,Employed,7604,36,Married,1,Mortgage,0,22,121192,18803,1891.5,102389,284.0899501,53.333333333333336
59,117989,610,Employed,21413,48,Married,3,Own,0,20,65900,15765,9832.416667,50135,653.0603922,43.333333333333336
22,28842,462,Employed,23503,120,Single,2,Rent,0,23,37410,12303,2403.5,25107,679.8636346,66.66666666666666
34,197755,589,Employed,23464,24,Married,1,Rent,0,27,15161,45400,16479.58333,7368,1202.374102,53.333333333333336
41,80502,588,Employed,51696,36,Married,2,Own,0,25,25948,87065,6708.5,2473,1949.142981,46.666666666666664
57,26541,617,Employed,28122,48,Single,0,Mortgage,0,16,117767,50710,2211.75,67057,897.8830169,56.666666666666664
22,19683,578,Employed,16797,96,Married,1,Own,0,20,17621,28738,1640.25,10776,417.9994316,53.333333333333336
53,45788,635,Employed,31589,24,Married,3,Mortgage,0,23,99320,75842,3815.666667,23478,1593.386504,56.666666666666664
40,16070,562,Unemployed,27411,96,Married,1,Other,0,17,108513,4811,1339.166667,103702,740.5761326,80.0
28,42043,521,Employed,28140,108,Married,0,Rent,0,16,13431,47593,3503.583333,1357,912.6040172,66.66666666666666
45,90083,581,Employed,27462,36,Single,4,Own,0,23,72026,43396,7506.916667,28630,1016.517203,46.666666666666664
42,28481,632,Unemployed,12820,36,Married,0,Rent,0,20,13578,6641,2373.416667,6937,443.2180126,80.0
32,16274,597,Employed,15725,36,Widowed,1,Mortgage,0,21,317610,19193,1356.166667,298417,586.6080734,33.33333333333333
40,25192,560,Employed,21634,36,Divorced,2,Mortgage,0,32,143091,57162,2099.333333,85929,828.1702131,53.333333333333336
35,78101,526,Employed,14215,36,Married,4,Other,0,25,28446,8541,6508.416667,19905,556.2620536,60.0
41,73312,561,Employed,41720,24,Divorced,2,Mortgage,0,21,75346,19872,6109.333333,55474,2161.828564,46.666666666666664
47,72434,613,Employed,10034,72,Married,4,Own,0,15,36020,29176,6036.166667,6844,246.0737213,46.666666666666664
59,160132,634,Employed,21320,24,Single,3,Mortgage,0,26,30016,80918,13344.33333,6854,1066.794872,43.333333333333336
25,15000,534,Employed,19820,60,Single,3,Rent,0,32,61743,14099,1250.0,47644,607.6233827,66.66666666666666
65,49341,631,Employed,33548,36,Married,0,Rent,0,19,81454,42926,4111.75,38528,1224.985944,70.0
18,47185,531,Unemployed,18490,48,Single,2,Rent,0,32,28782,11470,3932.083333,17312,577.4510229,80.0
38,107659,607,Employed,19552,96,Single,1,Rent,0,27,159378,12852,8971.583333,146526,491.770114,53.333333333333336
47,179664,589,Employed,21380,24,Single,0,Mortgage,0,17,50021,51416,8772.416667,10869,1090.335749,40.0
43,81136,575,Employed,15763,48,Widowed,0,Rent,0,19,99623,149347,6761.333333,7161,479.1153177,60.0
32,86245,445,Employed,17018,48,Single,4,Mortgage,0,23,22024,25797,7187.083333,4917,600.5638795,46.666666666666664
37,98074,620,Employed,16112,60,Married,3,Own,0,22,33453,43942,8172.833333,3853,446.9433287,46.666666666666664
34,23559,598,Employed,52609,96,Married,1,Mortgage,0,28,23710,8274,1963.25,15436,1355.197823,53.333333333333336
32,39808,619,Employed,18027,60,Married,3,Rent,0,29,40123,10880,3317.333333,29243,448.8141479,66.66666666666666
50,18856,580,Employed,16282,36,Married,0,Own,0,26,71576,29120,1571.333333,42456,619.2091247,56.666666666666664
44,101388,642,Employed,22076,48,Divorced,0,Mortgage,0,26,71923,9400,8449.0,62523,674.7602354,40.0
31,80085,530,Employed,21534,48,Single,1,Mortgage,0,27,96053,35862,6673.75,60191,689.9062453,46.666666666666664
50,22787,627,Employed,20061,60,Married,0,Own,0,24,109630,150658,1898.916667,2918,517.5796302,56.666666666666664
43,30579,571,Employed,53420,120,Married,0,Rent,0,32,19003,7544,2548.25,11459,1533.908183,66.66666666666666
49,15004,583,Employed,44032,84,Married,0,Mortgage,0,28,28871,55539,1250.333333,2329,1241.6603,53.333333333333336
47,49936,492,Self-Employed,30787,120,Single,2,Own,0,29,1138334,21651,4161.333333,1116683,966.4657084,20.0
30,26960,603,Employed,12517,36,Married,5,Other,0,26,82498,34140,2246.666667,48358,464.8530745,66.66666666666666
33,18391,552,Employed,9769,96,Single,4,Mortgage,0,28,33399,1830,1532.583333,31569,245.9651113,53.333333333333336
48,51404,563,Employed,9446,12,Divorced,2,Other,0,31,77301,40986,4283.666667,36315,872.5480581,60.0
47,175236,482,Employed,27512,48,Married,1,Mortgage,0,20,270652,70745,14603.0,199907,935.6123169,40.0
39,101044,615,Employed,15696,36,Divorced,1,Mortgage,0,25,86766,29039,8420.333333,57727,552.7909914,40.0
41,40358,619,Employed,10669,60,Divorced,4,Rent,0,28,66332,6591,3363.166667,59741,297.6990773,66.66666666666666
55,63122,656,Self-Employed,18914,24,Widowed,3,Rent,0,24,49916,6340,5260.166667,43576,929.4918424,63.33333333333333
32,140216,617,Employed,13335,48,Married,0,Other,0,27,43330,115451,11684.66667,9989,419.044306,53.333333333333336
46,120353,511,Employed,24013,72,Divorced,3,Mortgage,0,20,22872,42977,10029.41667,3694,704.7348598,40.0
37,41312,545,Self-Employed,36289,36,Married,1,Mortgage,0,20,84698,14701,3442.666667,69997,1473.782084,53.333333333333336
37,57679,403,Employed,18371,72,Single,3,Rent,0,27,39359,11556,4806.583333,27803,603.4050474,60.0
53,35808,611,Employed,53571,24,Married,1,Rent,0,29,100845,38596,2984.0,62249,2835.152245,80.0
49,61971,494,Self-Employed,24754,108,Married,0,Rent,0,23,103736,3795,5164.25,99941,641.5218098,60.0
49,76040,600,Employed,37175,72,Single,2,Own,0,17,128333,103786,6336.666667,24547,894.1997474,46.666666666666664
55,89794,582,Employed,32141,60,Divorced,0,Rent,0,25,281669,26067,7482.833333,255602,977.6904589,43.333333333333336
40,36971,611,Employed,29198,48,Married,4,Own,0,31,11131,7166,3080.916667,3965,941.6075213,53.333333333333336
48,92250,498,Employed,36697,96,Single,3,Mortgage,0,25,57738,14788,7687.5,42950,1025.89422,46.666666666666664
36,51610,476,Employed,19238,96,Single,0,Mortgage,0,23,198224,44503,4300.833333,153721,620.4303003,46.666666666666664
43,37703,467,Employed,8927,120,Married,0,Mortgage,0,27,466949,11555,3141.916667,455394,276.5175786,33.33333333333333
38,141114,544,Employed,25539,48,Married,2,Mortgage,0,20,32142,4438,11759.5,27704,819.9927339,40.0
41,34960,545,Employed,36928,48,Married,4,Other,0,18,39792,38466,2913.333333,1326,1291.276832,66.66666666666666
47,28900,599,Employed,17636,60,Married,3,Own,1,18,64485,5287,2408.333333,59198,455.5563382,66.66666666666666
30,27888,530,Unemployed,25677,48,Single,2,Rent,0,19,61835,14281,2324.0,47554,859.4848346,80.0
65,75116,610,Employed,6549,108,Married,3,Own,1,25,20489,58924,6259.666667,1381,140.7821857,63.33333333333333
27,19399,546,Employed,32442,48,Single,3,Own,0,28,44361,44451,1616.583333,2484,1009.043029,53.333333333333336
25,62204,380,Employed,14467,120,Married,1,Rent,0,21,203821,14663,5183.666667,189158,513.5265511,60.0
53,28908,589,Employed,8569,36,Married,3,Rent,0,22,68774,227607,2409.0,2610,310.9071717,70.0
49,46181,585,Self-Employed,32753,72,Single,4,Own,0,17,209751,90750,3848.416667,119001,929.3381649,53.333333333333336
47,190649,599,Self-Employed,19937,48,Widowed,1,Own,0,24,19491,6239,15887.41667,13252,670.5678626,40.0
47,25914,438,Unemployed,25725,24,Married,0,Other,0,20,49934,46267,2159.5,3667,1424.803437,80.0
39,15778,549,Employed,27129,36,Single,5,Other,0,18,47152,155919,1314.833333,7394,1084.146208,66.66666666666666
29,103112,610,Employed,36161,60,Single,1,Other,0,28,31789,20308,8592.666667,11481,1032.224007,53.333333333333336
40,25013,563,Employed,29653,36,Married,2,Mortgage,0,23,65301,28925,2084.416667,36376,1184.646876,53.333333333333336
31,26923,510,Employed,17955,36,Married,2,Other,0,26,73115,26009,2243.583333,47106,699.9731274,66.66666666666666
51,74246,583,Employed,26795,48,Married,1,Rent,0,28,111694,7718,6187.166667,103976,912.4393446,63.33333333333333
38,87561,591,Employed,34138,72,Divorced,2,Mortgage,0,22,42766,9396,7296.75,33370,943.8250646,46.666666666666664
30,15000,498,Employed,5936,60,Divorced,2,Rent,0,24,175586,12525,1250.0,163061,174.2431785,66.66666666666666
36,64483,525,Employed,17279,36,Single,1,Mortgage,0,14,203499,44720,3053.166667,158779,710.359331,46.666666666666664
44,66790,596,Employed,15671,72,Single,0,Rent,1,23,90708,66997,5565.833333,23711,384.6422075,73.33333333333333
33,139115,548,Employed,10610,36,Divorced,3,Rent,0,21,153480,15383,11592.91667,138097,410.0013552,53.333333333333336
30,23058,618,Employed,63485,60,Divorced,1,Other,0,30,25986,24121,1921.5,1865,1789.512352,66.66666666666666
42,67760,542,Employed,48408,120,Single,0,Mortgage,0,26,112182,21085,5646.666667,91097,1339.533951,46.666666666666664
42,31104,476,Employed,13149,48,Married,0,Mortgage,0,22,36128,5869,2592.0,30259,468.6071631,53.333333333333336
33,82323,526,Employed,8350,36,Single,5,Mortgage,0,22,289047,23465,6860.25,265582,323.7941479,26.666666666666668
34,27943,530,Employed,13164,60,Divorced,0,Rent,1,18,132827,25983,2328.583333,106844,423.6498007,80.0
42,37699,487,Employed,29471,96,Married,2,Mortgage,0,22,67092,11274,3141.583333,55818,809.9927469,53.333333333333336
22,55160,566,Employed,19802,60,Married,2,Rent,0,24,18277,10779,4596.666667,7498,538.6789785,60.0
23,81109,465,Employed,46928,24,Divorced,2,Own,0,28,183773,4190,6759.083333,179583,2571.993267,46.666666666666664
31,65622,431,Employed,35136,48,Married,0,Mortgage,0,22,14679,53780,5468.5,6038,1390.815435,46.666666666666664
37,86286,589,Employed,9686,24,Single,0,Mortgage,0,23,357294,67529,4153.0,289765,506.4338123,26.666666666666668
43,46001,476,Employed,55889,36,Married,1,Own,0,26,18356,75930,3833.416667,8639,2409.871006,53.333333333333336
57,192941,663,Employed,8954,48,Married,2,Rent,1,16,68953,19450,16078.41667,49503,251.3506131,70.0
50,62852,609,Employed,51450,48,Married,2,Mortgage,0,24,71768,23421,5237.666667,48347,1671.794314,60.0
38,35591,559,Employed,10270,12,Single,3,Mortgage,0,29,54814,56231,2965.916667,4165,955.4246117,53.333333333333336
39,74123,465,Employed,11531,60,Married,3,Own,0,26,19372,23124,6176.916667,4401,369.1136656,46.666666666666664
27,59387,544,Employed,18400,72,Married,1,Mortgage,0,20,32190,4819,4948.916667,27371,521.1591507,46.666666666666664
39,19530,533,Employed,16936,60,Married,2,Own,0,20,90564,11153,1627.5,79411,494.2837883,53.333333333333336
36,64412,584,Employed,20574,48,Divorced,0,Mortgage,0,29,25288,179431,5367.666667,3469,650.0807133,46.666666666666664
43,25619,511,Employed,13628,72,Divorced,0,Rent,0,21,39674,14261,2134.916667,25413,365.6507737,66.66666666666666
30,22019,545,Self-Employed,10094,48,Single,2,Own,0,20,27005,5841,1834.916667,21164,326.1070993,53.333333333333336
46,34332,598,Employed,34356,48,Married,2,Own,1,20,97165,17006,2861.0,80159,1029.471764,66.66666666666666
58,46693,650,Employed,30185,84,Married,3,Mortgage,1,16,1447011,28452,3891.083333,1418559,695.4582297,36.666666666666664
38,34274,577,Employed,13000,36,Single,0,Rent,0,27,34668,14445,2856.166667,20223,464.7438997,66.66666666666666
44,37382,577,Employed,61563,12,Married,4,Mortgage,0,18,277777,9042,3115.166667,268735,5697.855029,33.33333333333333
48,15248,515,Employed,19403,36,Married,0,Mortgage,0,23,30509,40003,1270.666667,5376,726.1978379,53.333333333333336
35,39345,601,Employed,17206,24,Married,0,Own,0,26,63640,44716,3278.75,18924,867.5559344,53.333333333333336
42,20078,611,Self-Employed,23166,60,Married,1,Mortgage,0,18,58499,10295,1673.166667,48204,688.8102389,53.333333333333336
40,162439,606,Employed,21107,60,Divorced,1,Mortgage,0,22,57327,25861,13536.58333,31466,629.0890131,40.0
41,41973,650,Employed,21299,84,Divorced,0,Rent,0,34,102275,124307,3497.75,7651,478.9422594,66.66666666666666
30,52828,652,Employed,26629,12,Single,0,Own,0,25,188775,35689,4402.333333,153086,2452.058082,46.666666666666664
40,78355,640,Employed,12575,120,Married,1,Own,0,29,582738,51952,6529.583333,530786,275.4188227,13.333333333333334
45,126823,460,Employed,21640,60,Married,3,Rent,1,18,15657,7751,10568.58333,7906,733.4517144,66.66666666666666
57,34903,535,Employed,54146,48,Single,1,Mortgage,0,21,116848,43380,2908.583333,73468,1878.660902,66.66666666666666
51,87835,632,Employed,16563,48,Married,2,Mortgage,0,25,32947,12571,7319.583333,20376,519.2767599,50.0
65,94430,591,Employed,17300,48,Single,1,Own,0,25,12007,30138,7869.166667,10299,551.3415556,50.0
30,58410,618,Employed,33096,108,Married,3,Other,0,22,59893,12503,4867.5,47390,807.569246,60.0
50,59113,615,Employed,15411,24,Married,1,Own,0,26,80555,2437,4926.083333,78118,782.5046463,50.0
42,45271,568,Employed,20946,24,Married,2,Mortgage,0,26,35166,35863,3772.583333,3434,1075.157459,53.333333333333336
66,47088,475,Employed,22865,12,Divorced,0,Rent,0,21,152278,56712,3924.0,95566,2197.112353,70.0
30,39186,544,Employed,15937,36,Single,3,Rent,0,27,152259,10213,3265.5,142046,635.2697275,66.66666666666666
29,35052,506,Employed,14359,84,Widowed,0,Own,0,27,178279,1516,2921.0,176763,419.6663192,53.333333333333336
32,77345,589,Unemployed,29198,60,Single,1,Rent,0,27,62263,14168,6445.416667,48095,832.8671917,73.33333333333333
18,23423,570,Employed,52430,12,Married,4,Rent,0,19,222980,23859,1951.916667,199121,4928.911886,73.33333333333333
33,74922,576,Employed,15354,48,Married,3,Rent,0,25,38478,24807,6243.5,13671,473.8592399,60.0
30,119257,521,Employed,49386,60,Single,1,Mortgage,0,22,160193,176809,9938.083333,6861,1715.609141,40.0
41,62019,599,Employed,24378,96,Married,3,Own,0,24,670349,7167,5168.25,663182,689.4711085,13.333333333333334
44,15132,551,Employed,12154,36,Married,3,Rent,0,29,26658,173022,1261.0,2077,471.8855919,66.66666666666666
62,98825,663,Employed,12862,12,Divorced,2,Rent,0,14,4971,53232,8235.416667,3328,1167.21329,63.33333333333333
51,35954,603,Employed,21732,108,Married,2,Rent,0,27,22133,42978,2996.166667,8380,577.6828553,70.0
33,27379,557,Employed,42959,24,Married,0,Mortgage,0,13,196337,9239,2281.583333,187098,2311.570055,53.333333333333336
29,40688,550,Employed,22853,48,Single,0,Own,0,27,62255,35939,3390.666667,26316,809.9624503,53.333333333333336
45,93411,551,Employed,23157,72,Single,3,Mortgage,0,24,4184,7492,7784.25,8165,568.3529857,46.666666666666664
24,21210,572,Employed,23434,60,Married,3,Mortgage,0,25,31696,10550,1767.5,21146,690.451001,53.333333333333336
61,55593,643,Employed,23776,96,Divorced,0,Mortgage,0,17,62353,5221,4632.75,57132,555.9367792,50.0
54,184838,569,Employed,31331,36,Divorced,1,Own,0,21,27794,11692,15403.16667,16102,1221.29968,43.333333333333336
34,27349,484,Unemployed,47668,108,Married,2,Mortgage,0,24,153976,26773,2279.083333,127203,1283.470365,66.66666666666666
19,33191,576,Employed,19786,36,Married,1,Mortgage,0,26,595464,6806,2765.916667,588658,764.9396255,20.0
56,24858,536,Employed,6505,48,Single,1,Rent,0,32,157789,41509,2071.5,116280,201.8850804,70.0
38,86622,627,Employed,23891,84,Married,0,Rent,1,35,110529,33445,7218.5,77084,592.4204355,73.33333333333333
54,31769,526,Self-Employed,26082,60,Divorced,4,Rent,0,32,12682,7411,2647.416667,5271,801.4291353,70.0
20,15000,542,Employed,17597,36,Single,3,Rent,0,24,24644,4478,1250.0,20166,671.094251,66.66666666666666
32,83854,597,Employed,29295,72,Divorced,2,Own,0,33,25640,70511,6987.833333,7686,695.9973748,46.666666666666664
40,61340,617,Employed,24442,24,Married,1,Own,0,28,49705,6824,5111.666667,42881,1242.106853,46.666666666666664
40,29436,561,Unemployed,48570,24,Married,0,Mortgage,0,25,18180,4725,2453.0,13455,2605.65648,66.66666666666666
34,40420,607,Employed,46281,24,Married,0,Rent,0,25,19441,27821,3368.333333,1912,2422.209424,66.66666666666666
47,25328,567,Employed,18232,48,Married,0,Rent,0,26,26445,16616,2110.666667,9829,600.1533155,66.66666666666666
27,86106,566,Self-Employed,25057,36,Divorced,0,Own,0,33,53626,14841,7175.5,38785,939.5330128,46.666666666666664
38,49168,617,Self-Employed,16722,36,Widowed,0,Own,0,25,100987,54061,4097.333333,46926,616.0583815,53.333333333333336
41,24075,506,Employed,23360,24,Single,2,Mortgage,0,25,58320,20984,2006.25,37336,1269.995092,53.333333333333336
46,27464,513,Employed,8521,60,Married,0,Other,0,29,49313,11764,2288.666667,37549,275.2231774,66.66666666666666
48,34814,615,Employed,16517,48,Married,2,Own,0,28,15120,7116,2901.166667,8004,538.032713,53.333333333333336
26,23563,617,Employed,66228,24,Married,3,Own,0,18,72333,4726,1963.583333,67607,3552.442492,60.0
21,88618,580,Employed,16561,36,Widowed,0,Other,0,19,13507,24718,7384.833333,9748,599.824486,60.0
